Date,Control Point,Hong Kong Residents_Arrival,Mainland Visitors_Arrival,Other Visitors_Arrival,Hong Kong Residents_Departure,Mainland Visitors_Departure,Other Visitors_Departure
2020-03-08 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-03-08 00:00:00,Harbour Control,0,0,0,0,0,0
2020-03-08 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-03-08 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-03-09 00:00:00,Airport,8304,706,1623,4721,139,970
2020-03-09 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-03-09 00:00:00,Hung Hom,0,0,0,0,0,0
2020-03-09 00:00:00,Lo Wu,0,0,0,0,0,0
2020-03-09 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-03-09 00:00:00,Hong Kong-Zhuhai-Macao Bridge,5638,16,805,6224,133,929
2020-03-09 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-03-09 00:00:00,Man Kam To,0,0,0,0,0,0
2020-03-09 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-03-09 00:00:00,Shenzhen Bay,1632,233,10,2197,774,592
2020-03-09 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-03-09 00:00:00,Harbour Control,0,0,0,0,0,0
2020-03-09 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-03-09 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-03-10 00:00:00,Airport,7051,663,1531,3802,142,914
2020-03-10 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-03-10 00:00:00,Hung Hom,0,0,0,0,0,0
2020-03-10 00:00:00,Lo Wu,0,0,0,0,0,0
2020-03-10 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-03-10 00:00:00,Hong Kong-Zhuhai-Macao Bridge,5366,31,757,5687,84,900
2020-03-10 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-03-10 00:00:00,Man Kam To,0,0,0,0,0,0
2020-03-10 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-03-10 00:00:00,Shenzhen Bay,1491,212,5,1762,802,432
2020-03-10 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-03-10 00:00:00,Harbour Control,0,0,0,0,0,0
2020-03-10 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-03-10 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-03-11 00:00:00,Airport,7610,838,1539,3443,205,841
2020-03-11 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-03-11 00:00:00,Hung Hom,0,0,0,0,0,0
2020-03-11 00:00:00,Lo Wu,0,0,0,0,0,0
2020-03-11 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-03-11 00:00:00,Hong Kong-Zhuhai-Macao Bridge,5248,25,733,5258,122,765
2020-03-11 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-03-11 00:00:00,Man Kam To,0,0,0,0,0,0
2020-03-11 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-03-11 00:00:00,Shenzhen Bay,1418,244,2,1632,866,443
2020-03-11 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-03-11 00:00:00,Harbour Control,0,0,0,0,0,0
2020-03-11 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-03-11 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-03-12 00:00:00,Airport,6416,944,1426,4050,152,995
2020-03-12 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-03-12 00:00:00,Hung Hom,0,0,0,0,0,0
2020-03-12 00:00:00,Lo Wu,0,0,0,0,0,0
2020-03-12 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-03-12 00:00:00,Hong Kong-Zhuhai-Macao Bridge,5391,21,753,5753,177,790
2020-03-12 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-03-12 00:00:00,Man Kam To,0,0,0,0,0,0
2020-03-12 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-03-12 00:00:00,Shenzhen Bay,1376,235,3,1602,887,417
2020-03-12 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-03-12 00:00:00,Harbour Control,0,0,0,0,0,0
2020-03-12 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-03-12 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-03-13 00:00:00,Airport,6758,1075,1401,4435,269,1044
2020-03-13 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-03-13 00:00:00,Hung Hom,0,0,0,0,0,0
2020-03-13 00:00:00,Lo Wu,0,0,0,0,0,0
2020-03-13 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-03-13 00:00:00,Hong Kong-Zhuhai-Macao Bridge,6872,19,945,6694,142,939
2020-03-13 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-03-13 00:00:00,Man Kam To,0,0,0,0,0,0
2020-03-13 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-03-13 00:00:00,Shenzhen Bay,1418,254,3,1520,1018,369
2020-03-13 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-03-13 00:00:00,Harbour Control,0,0,0,0,0,0
2020-03-13 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-03-13 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-03-14 00:00:00,Airport,7513,1435,1587,3764,214,996
2020-03-14 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-03-14 00:00:00,Hung Hom,0,0,0,0,0,0
2020-03-14 00:00:00,Lo Wu,0,0,0,0,0,0
2020-03-14 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-03-14 00:00:00,Hong Kong-Zhuhai-Macao Bridge,6098,25,1075,7110,206,1126
2020-03-14 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-03-14 00:00:00,Man Kam To,0,0,0,0,0,0
2020-03-14 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-03-14 00:00:00,Shenzhen Bay,1276,270,3,1560,1303,406
2020-03-14 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-03-14 00:00:00,Harbour Control,0,0,0,0,0,0
2020-03-14 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-03-14 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-03-15 00:00:00,Airport,10027,1558,1950,2516,315,863
2020-03-15 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-03-15 00:00:00,Hung Hom,0,0,0,0,0,0
2020-03-15 00:00:00,Lo Wu,0,0,0,0,0,0
2020-03-15 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-03-15 00:00:00,Hong Kong-Zhuhai-Macao Bridge,8172,33,674,7405,194,1233
2020-03-15 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-03-15 00:00:00,Man Kam To,0,0,0,0,0,0
2020-03-15 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-03-15 00:00:00,Shenzhen Bay,1745,351,18,1628,1565,632
2020-03-15 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-03-15 00:00:00,Harbour Control,0,0,0,0,0,0
2020-03-15 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-03-15 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-03-16 00:00:00,Airport,8498,1662,2038,2117,382,896
2020-03-16 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-03-16 00:00:00,Hung Hom,0,0,0,0,0,0
2020-03-16 00:00:00,Lo Wu,0,0,0,0,0,0
2020-03-16 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-03-16 00:00:00,Hong Kong-Zhuhai-Macao Bridge,6258,28,792,6782,314,1408
2020-03-16 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-03-16 00:00:00,Man Kam To,0,0,0,0,0,0
2020-03-16 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-03-16 00:00:00,Shenzhen Bay,1878,326,8,2182,1450,593
2020-03-16 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-03-16 00:00:00,Harbour Control,0,0,0,0,0,0
2020-03-16 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-03-16 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-03-17 00:00:00,Airport,7472,1702,1272,1483,339,666
2020-03-17 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-03-17 00:00:00,Hung Hom,0,0,0,0,0,0
2020-03-17 00:00:00,Lo Wu,0,0,0,0,0,0
2020-03-17 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-03-17 00:00:00,Hong Kong-Zhuhai-Macao Bridge,5812,21,753,5791,287,979
2020-03-17 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-03-17 00:00:00,Man Kam To,0,0,0,0,0,0
2020-03-17 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-03-17 00:00:00,Shenzhen Bay,1393,257,4,1672,1420,446
2020-03-17 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-03-17 00:00:00,Harbour Control,0,0,0,0,0,0
2020-03-17 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-03-17 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-03-18 00:00:00,Airport,9616,2027,1309,1041,337,615
2020-03-18 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-03-18 00:00:00,Hung Hom,0,0,0,0,0,0
2020-03-18 00:00:00,Lo Wu,0,0,0,0,0,0
2020-03-18 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-03-18 00:00:00,Hong Kong-Zhuhai-Macao Bridge,5266,37,580,4850,334,792
2020-03-18 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-03-18 00:00:00,Man Kam To,0,0,0,0,0,0
2020-03-18 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-03-18 00:00:00,Shenzhen Bay,1394,344,10,1570,1734,360
2020-03-18 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-03-18 00:00:00,Harbour Control,0,0,0,0,0,0
2020-03-18 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-03-18 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-03-19 00:00:00,Airport,6138,37,596,1110,160,519
2020-03-19 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-03-19 00:00:00,Hung Hom,0,0,0,0,0,0
2020-03-19 00:00:00,Lo Wu,0,0,0,0,0,0
2020-03-19 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-03-19 00:00:00,Hong Kong-Zhuhai-Macao Bridge,4687,22,352,4824,46,423
2020-03-19 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-03-19 00:00:00,Man Kam To,0,0,0,0,0,0
2020-03-19 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-03-19 00:00:00,Shenzhen Bay,1099,184,3,1449,458,244
2020-03-19 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-03-19 00:00:00,Harbour Control,0,0,0,0,0,0
2020-03-19 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-03-19 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-03-20 00:00:00,Airport,6427,44,603,1190,54,445
2020-03-20 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-03-20 00:00:00,Hung Hom,0,0,0,0,0,0
2020-03-20 00:00:00,Lo Wu,0,0,0,0,0,0
2020-03-20 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-03-20 00:00:00,Hong Kong-Zhuhai-Macao Bridge,5732,18,458,5426,48,691
2020-03-20 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-03-20 00:00:00,Man Kam To,0,0,0,0,0,0
2020-03-20 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-03-20 00:00:00,Shenzhen Bay,1328,245,3,1404,401,176
2020-03-20 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-03-20 00:00:00,Harbour Control,0,0,0,0,0,0
2020-03-20 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-03-20 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-03-21 00:00:00,Airport,6547,43,526,844,39,320
2020-03-21 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-03-21 00:00:00,Hung Hom,0,0,0,0,0,0
2020-03-21 00:00:00,Lo Wu,0,0,0,0,0,0
2020-03-21 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-03-21 00:00:00,Hong Kong-Zhuhai-Macao Bridge,4805,37,388,5244,70,536
2020-03-21 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-03-21 00:00:00,Man Kam To,0,0,0,0,0,0
2020-03-21 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-03-21 00:00:00,Shenzhen Bay,904,239,5,1384,457,113
2020-03-21 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-03-21 00:00:00,Harbour Control,0,0,0,0,0,0
2020-03-21 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-03-21 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-03-22 00:00:00,Airport,5596,33,566,659,49,228
2020-03-22 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-03-22 00:00:00,Hung Hom,0,0,0,0,0,0
2020-03-22 00:00:00,Lo Wu,0,0,0,0,0,0
2020-03-22 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-03-22 00:00:00,Hong Kong-Zhuhai-Macao Bridge,4996,31,235,4386,49,453
2020-03-22 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-03-22 00:00:00,Man Kam To,0,0,0,0,0,0
2020-03-22 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-03-22 00:00:00,Shenzhen Bay,1064,272,4,1619,567,199
2020-03-22 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-03-22 00:00:00,Harbour Control,0,0,0,0,0,0
2020-03-22 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-03-22 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-03-23 00:00:00,Airport,4536,30,529,514,34,208
2020-03-23 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-03-23 00:00:00,Hung Hom,0,0,0,0,0,0
2020-03-23 00:00:00,Lo Wu,0,0,0,0,0,0
2020-03-23 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-03-23 00:00:00,Hong Kong-Zhuhai-Macao Bridge,4930,16,353,5722,43,539
2020-03-23 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-03-23 00:00:00,Man Kam To,0,0,0,0,0,0
2020-03-23 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-03-23 00:00:00,Shenzhen Bay,1053,201,4,2229,462,207
2020-03-23 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-03-23 00:00:00,Harbour Control,0,0,0,0,0,0
